db_id,jaar van uitgave,editie,display_title,nummer,uitgever,verkend,herzien,bewerkt,uitgave,bijgewerkt,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,editie,waterstaatskaart,bijkaart_we,bijkaart_hw,exemplaren,urls,plaatskenmerk,ocn,fysieke kenmerken,notities,stempels,provenance,url,
895,1982,5,48 - MIDDELBURG OOST,48,"directie waterhuishouding en waterbeweging, 's-gravenhage",,,,1982,,1978,1972,"Topografische kaart 1972, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1978","Topografische Dienst, Delft",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/48 Middelburg-Oost-1.jpg,-,,,,,,,
627,1973,4,48 - MIDDELBURG OOST - bijkrt.h.w.,48,,,,,1973,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/48 Middelburg-Oost-2.jpg,-,,,,,,,
896,1982,5,48 - MIDDELBURG OOST - bijkrt.h.w.,48,"directie waterhuishouding en waterbeweging, 's-gravenhage",,,,1982,,1978,1972,"Topografische kaart 1972, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1978","Topografische Dienst, Delft",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/48 Middelburg-Oost-2.jpg,-,,,,,,,
368,[1949],2BIS,48 - MIDDELBURG WEST,48,,,1943,,,1949,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,2BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_2bis/48 Middelburg-West.jpg,-,,,,,,,
453,1962,3,48 - MIDDELBURG WEST,48,,,1960,,1962,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/48 Middelburg-West.jpg,-,,,,,,,
624,1972,4,48 - MIDDELBURG WEST,48,,,1971,,1972,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/48 Middelburg-West-1.jpg,-,,,,,,,
893,1981,5,48 - MIDDELBURG WEST,48,"directie waterhuishouding en waterbeweging, 's-gravenhage",,,,1981,,1978,1975,"Topografische kaart 1975, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1978","Topografische Dienst, Delft",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/48 Middelburg-West-1.jpg,-,,,,,,,
625,1972,4,48 - MIDDELBURG WEST - bijkrt.h.w.,48,,,,,1972,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/48 Middelburg-West-2.jpg,-,,,,,,,
894,1981,5,48 - MIDDELBURG WEST - bijkrt.h.w.,48,"directie waterhuishouding en waterbeweging, 's-gravenhage",,,,1981,,1978,1975,"Topografische kaart 1975, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1978","Topografische Dienst, Delft",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/48 Middelburg-West-2.jpg,-,,,,,,,
149,[1875],1,49 - BERGEN OP ZOOM 1,49,Top. Bur.,,,1875,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/49 Bergen op Zoom-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301312 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//55/84/59/55845998939850138261636208522120099280.jpg/mode/1up,
329,[1914],2,49 - BERGEN OP ZOOM 1,49,Top. Inrichting,,1911,1914,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/49 Bergen op Zoom-1.jpg,-,,,,,,,
150,[1875],1,49 - BERGEN OP ZOOM 2,49,Top. Bur.,,,1875,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/49 Bergen op Zoom-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301313 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//81/75/04/81750401863007867846724421529710125447.jpg/mode/1up,
330,[1929],2,49 - BERGEN OP ZOOM 2,49,Top. Inrichting,,1929,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/49 Bergen op Zoom-2.jpg,-,,,,,,,
151,[1875],1,49 - BERGEN OP ZOOM 3,49,Top. Bur.,,,1875,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/49 Bergen op Zoom-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301314 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//49/90/10/49901094675704135169824480203180606189.jpg/mode/1up,
331,[1913],2,49 - BERGEN OP ZOOM 3,49,Top. Inrichting,,1912,1913,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/49 Bergen op Zoom-3.jpg,-,,,,,,,
152,[1875],1,49 - BERGEN OP ZOOM 4,49,Top. Bur.,,,1875,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/49 Bergen op Zoom-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301315 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//97/67/21/97672136406950625049022059607053676771.jpg/mode/1up,
332,[1929],2,49 - BERGEN OP ZOOM 4,49,Top. Inrichting,,1929,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/49 Bergen op Zoom-4.jpg,-,,,,,,,
371,[1953],2BIS,49 - BERGEN OP ZOOM OOST,49,,,1953,,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,2BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_2bis/49 Bergen op Zoom-Oost.jpg,-,,,,,,,
456,1967,3,49 - BERGEN OP ZOOM OOST,49,,,1966,,1967,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/49 Bergen op Zoom-Oost.jpg,-,,,,,,,
630,1973,4,49 - BERGEN OP ZOOM OOST,49,,,1971,,1973,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/49 Bergen op Zoom-Oost-1.jpg,-,,,,,,,
899,1986,5,49 - BERGEN OP ZOOM OOST,49,"meetkundige dienst, delft",,,,1986,,1984,1980,"Topografische kaart 1980, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1984","Topografische Dienst, Emmen",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/49 Bergen op Zoom-Oost-1.jpg,-,,,,,,,
631,1973,4,49 - BERGEN OP ZOOM OOST - bijkrt.h.w.,49,,,,,1973,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/49 Bergen op Zoom-Oost-2.jpg,-,,,,,,,
900,1986,5,49 - BERGEN OP ZOOM OOST - bijkrt.h.w.,49,"meetkundige dienst, delft",,,,1986,,1984,1980,"Topografische kaart 1980, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1984","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/49 Bergen op Zoom-Oost-2.jpg,-,,,,,,,
632,1973,4,49 - BERGEN OP ZOOM OOST - bijkrt.w.e.,49,,,,,1973,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/49 Bergen op Zoom-Oost-3.jpg,-,,,,,,,
901,1987,5,49 - BERGEN OP ZOOM OOST - bijkrt.w.e.,49,"meetkundige dienst, delft",,,,1987,,1986,1980,"Topografische kaart 1980, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1986","Topografische Dienst, Emmen",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/49 Bergen op Zoom-Oost-3.jpg,-,,,,,,,
370,[1941],2BIS,49 - BERGEN OP ZOOM WEST,49,,,1939,,,1941,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,2BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_2bis/49 Bergen op Zoom-West.jpg,-,,,,,,,
455,1966,3,49 - BERGEN OP ZOOM WEST,49,,,1965,,1966,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/49 Bergen op Zoom-West.jpg,-,,,,,,,
628,1973,4,49 - BERGEN OP ZOOM WEST,49,,,1972,,1973,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/49 Bergen op Zoom-West-1.jpg,-,,,,,,,
897,1982,5,49 - BERGEN OP ZOOM WEST,49,"directie waterhuishouding en waterbeweging, 's-gravenhage",,,,1982,,1979,1980,"Topografische kaart 1980, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1979","Topografische Dienst, Delft",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/49 Bergen op Zoom-West-1.jpg,-,,,,,,,
629,1973,4,49 - BERGEN OP ZOOM WEST - bijkrt.h.w.,49,,,,,1973,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/49 Bergen op Zoom-West-2.jpg,-,,,,,,,
898,1982,5,49 - BERGEN OP ZOOM WEST - bijkrt.h.w.,49,"directie waterhuishouding en waterbeweging, 's-gravenhage",,,,1982,,1981,1980,"Topografische kaart 1980, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1981","Topografische Dienst, Delft",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/49 Bergen op Zoom-West-2.jpg,-,,,,,,,
153,[1876],1,50 - BREDA 1,50,Top. Bur.,,,1876,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/50 Breda-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301316 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//17/33/06/17330639186142301040942037742764503900.jpg/mode/1up,
333,[1926],2,50 - BREDA 1,50,Top. Inrichting,,1926,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/50 Breda-1.jpg,-,,,,,,,
154,[1876],1,50 - BREDA 2,50,Top. Bur.,,,1876,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/50 Breda-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301317 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//10/79/64/107964820474217213249148560438704019269.jpg/mode/1up,
334,[1926],2,50 - BREDA 2,50,Top. Inrichting,,1926,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/50 Breda-2.jpg,-,,,,,,,
155,[1876],1,50 - BREDA 3,50,Top. Bur.,,,1876,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/50 Breda-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301318 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//94/49/63/94496346284540836827691936297052634255.jpg/mode/1up,
335,[1926],2,50 - BREDA 3,50,Top. Inrichting,,1926,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/50 Breda-3.jpg,-,,,,,,,
156,[1876],1,50 - BREDA 4,50,Top. Bur.,,,1876,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/50 Breda-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301319 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//17/06/93/17069370337910188500398094326542082396.jpg/mode/1up,
336,[1926],2,50 - BREDA 4,50,Top. Inrichting,,1926,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/50 Breda-4.jpg,-,,,,,,,
458,[1953],3,50 - BREDA OOST,50,,1953,,,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,3,FALSE,FALSE,FALSE,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/50 Breda-Oost.jpg,-,,,,,,,
635,1967,4,50 - BREDA OOST,50,,,1966,,1967,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/50 Breda-Oost.jpg,-,,,,,,,
457,[1953],3,50 - BREDA WEST,50,,,1953,,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,3,FALSE,FALSE,FALSE,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/50 Breda-West.jpg,-,,,,,,,
634,1970,4,50 - BREDA WEST - bijkrt.w.e.,50,,,,,1970,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,TRUE,FALSE,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/50 Breda-West-3.jpg,-,,,,,,,
633,1970,4BIS,50 - BREDA WEST TILBURG WEST,50,,,1969,,1970,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/50 Breda-West-1-Tilburg-West.jpg,-,,,,,,,
904,1987,5,50 - TILBURG OOST,50,"meetkundige dienst, delft",,,,1987,,1985,1981,"Topografische kaart 1981, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1985",,5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/50 Tilburg-Oost-1.jpg,-,,,,,,,
905,1987,5,50 - TILBURG OOST - bijkrt.h.w.,50,"meetkundige dienst, delft",,,,1987,,1985,1981,"Topografische kaart 1981, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1985","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/50 Tilburg-Oost-2.jpg,-,,,,,,,
902,1986,5,50 - TILBURG WEST,50,"meetkundige dienst, delft",,,,1986,,1985,1980,"Topografische kaart 1980, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1985","Topografische Dienst, Emmen",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/50 Tilburg-West-1.jpg,-,,,,,,,
903,1986,5,50 - TILBURG WEST - bijkrt.h.w.,50,"meetkundige dienst, delft",,,,1986,,1985,1980,"Topografische kaart 1980, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1985","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/50 Tilburg-West-2.jpg,-,,,,,,,
157,[1878],1,51 - EINDHOVEN 1,51,Top. Inrigting,1876,,1878,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/51 Eindhoven-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301320 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//82/41/16/82411650527548779389487054541419705375.jpg/mode/1up,
337,[1925],2,51 - EINDHOVEN 1,51,Top. Inrichting,,1925,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/51 Eindhoven-1.jpg,-,,,,,,,
158,[1878],1,51 - EINDHOVEN 2,51,Top. Inrigting,1877,,1878,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/51 Eindhoven-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301225 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//16/14/09/161409434175396707919289802803478452956.jpg/mode/1up,
338,[1925],2,51 - EINDHOVEN 2,51,Top. Inrichting,,1925,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/51 Eindhoven-2.jpg,-,,,,,,,
159,[1877],1,51 - EINDHOVEN 3,51,Top. Inrigting,1876,,1877,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/51 Eindhoven-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301226 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//13/58/62/135862702293858725940247739695970261506.jpg/mode/1up,
339,[1925],2,51 - EINDHOVEN 3,51,Top. Inrichting,,1925,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/51 Eindhoven-3.jpg,-,,,,,,,
160,[1878],1,51 - EINDHOVEN 4,51,Top. Inrigting,1877,,1878,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/51 Eindhoven-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301227 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//15/93/72/15937259846192468183170262653503053440.jpg/mode/1up,
340,[1925],2,51 - EINDHOVEN 4,51,Top. Inrichting,,1925,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/51 Eindhoven-4.jpg,-,,,,,,,
941,[1949],2BIS,51 - EINDHOVEN OOST,51,,,,1949,,,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Topografische Dienst,2BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_2bis/51 Eindhoven-Oost.jpg,-,,,,,,,
460,1963,3,51 - EINDHOVEN OOST,51,,,1960,,1963,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/51 Eindhoven-Oost.jpg,-,,,,,,,
638,1976,4,51 - EINDHOVEN OOST,51,,,1973,,1976,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/51 Eindhoven-Oost-1.jpg,-,,,,,,,
908,1987,5,51 - EINDHOVEN OOST,51,"meetkundige dienst, delft",,,,1987,,1986,1986,"Topografische kaart 1986, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1986","Topografische Dienst, Emmen",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/51 Eindhoven-Oost-1.jpg,-,,,,,,,
639,1975,4,51 - EINDHOVEN OOST - bijkrt.h.w.,51,,,,,1975,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/51 Eindhoven-Oost-2.jpg,-,,,,,,,
909,1986,5,51 - EINDHOVEN OOST - bijkrt.h.w.,51,"meetkundige dienst, delft",,,,1986,,1986,1986,"Topografische kaart 1986, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1986","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/51 Eindhoven-Oost-2.jpg,-,,,,,,,
640,1976,4,51 - EINDHOVEN OOST - bijkrt.w.e.,51,,,,,1976,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/51 Eindhoven-Oost-3.jpg,-,,,,,,,
910,1986,5,51 - EINDHOVEN OOST - bijkrt.w.e.,51,"meetkundige dienst, delft",,,,1986,,1986,1986,"Topografische kaart 1986, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1986","Topografische Dienst, Emmen",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/51 Eindhoven-Oost-3.jpg,-,,,,,,,
372,[1947],2BIS,51 - EINDHOVEN WEST,51,,,1947,,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,2BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/edit_2bis/51 Eindhoven-West.jpg,-,,,,,,,
459,1960,3,51 - EINDHOVEN WEST,51,,,1958,,1960,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/51 Eindhoven-West.jpg,-,,,,,,,
