Nr;Titel;Herz.;Bew.;Uitgave;Editie;W.krt;Bijkrt, w.e.;Bijkrt, h.w.;Fys. Kenm.;Stempels;Prov.; op bladindex;Signatuur;Opm.;Kartob.;Bewaard;;
33;Apeldoorn-Oost;;;1977;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
33;Apeldoorn-Oost;;;1976;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
33;Apeldoorn-Oost;1977;1987;1988;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
33;Apeldoorn-Oost;1977;1987;1987;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
33;Apeldoorn-Oost;1977;1987;1987;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
34;Groenlo 1;1882;1884;;1;;;;;Technische hoogeschool waterbouwkunde afd. weg en waterbouwkunde;Nugter;;;Sporen van verzuring;;;;0
34;Groenlo 1;1929;;;2;;;;;;Nugter;;;;;;;0
34;Groenlo 2;1882;1884;;1;;;;;;Nugter;;;Kleine scheuren onderzijde;;;;0
34;Groenlo 2;1929;;;2;;;;;;Nugter;;;;;;;0
34;Groenlo 3;1881;1883;;1;;;;;Technische hoogeschool waterbouwkunde afd. weg en waterbouwkunde;Nugter;;;Sporen van verzuring;;;;0
34;Groenlo 3;1929;;;2;;;;;;Nugter;;;;;;;0
34;Groenlo 4;ND;ND;ND;1;;;;;Technische hoogeschool waterbouwkunde afd. weg en waterbouwkunde;Nugter;;;Geen datum (drukfout?) -> Kartobibliografie schat 1881 -> 1882+ aannemelijker aangezien kaart gegevens bevat van 16 dec. 1881;;;;0
34;Groenlo 4;1929;;;2;;;;;;Nugter;;;;;;;0
34;Groenlo West;1952-1953;;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
34;Enschede-West;1975;;1977;4;Ja;;;;;Nugter;Ja;;;;;;0
34;Enschede-West;;;1977;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde bedrukt, sticker gebruikt i.p.v. stempel;;;;0
34;Enschede-West;;;1977;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
34;Enschede-West;1975;;1977;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
34;Enschede-West;;;1977;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
34;Enschede-West;;;1977;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
34;Enschede-West;1977;1987;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
34;Enschede-West;1977;1987;1987;5;;W;;;;Nugter;Ja;;;;;;0
34;Enschede-West;1977;1986;ND;5;;;H;;Technische hoogeschool waterbouwkunde afd. weg en waterbouwkunde, Algemeene dienst van den waterstaat;Nugter;Ja;;Waarschijnlijk uitgegeven in 1987 -> kaart stelt druk in 1987;;;;0
34;Groenlo Oost;1953-1954;;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
34;Groenlo Oost;1953-1954;;;3;;;;;;Nugter;;;Zonder beschrijving of ingevulde legenda, identiek aan Groenlo Oost (3e ed.);Nee;;;1
34;Enschede-Oost;1977;;1979;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
34;Enschede-Oost;;;1979;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
34;Enschede-Oost;;;1979;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
34;Enschede-Oost;1977;;1979;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
34;Enschede-Oost;;;1979;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
34;Enschede-Oost;;;1979;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
34;Enschede-Oost;1977;1987;1988;5;Ja;;;;;Nugter;Ja;;;;;;0
34;Enschede-Oost;1977;1987;1987;5;;W;;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
34;Enschede-Oost;1977;1987;1987;5;;;H;;;Nugter;Ja;;;;;;0
35;Glanerbrug;1977;;1979;4;Ja;;;;;Nugter;Ja;;Glanerbrug in wellicht eerder en later opgenomen onder 34 (Groenlo/Enschede);;;;0
35;Glanerbrug;;;1979;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
35;Glanerbrug;1977;;1979;4;Ja;;;;;VU;Ja;LL.03518gk;;;;;0
35;Glanerbrug;;;1979;4;;;H;;;VU;Ja;LL.03516gk;;;;;0
36;Goedereede;;1872;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
36;Goedereede;1910;1911;;2;;;;;;Nugter;;;;;;;0
36;Goedereede;1960;;1962;3;;;;;;Nugter;Ja;;;;;;0
36;Goedereede;1970;;1971;4;Ja;;;;;Nugter;Ja;;VU collectie incorrecte editie!;;;;0
36;Goedereede;;;1971;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
37;Rotterdam 1;;1870;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;Sporen van verzuring Rotterdam 2 (2e ed. 1882-1884), delicaat i.v.m. vouwranden, 1e ed. volgens kartobibliografie wordt 2e ed., nieuwe 1e ed. heeft een schaal op 10,000 Ellen;Nee;;;1
37;Rotterdam 1;1882;1884;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
37;Rotterdam 2;;1870;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;;Nee;;;1
37;Rotterdam 2;1882;1884;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
37;Rotterdam 3;;1870;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;;Nee;;;1
37;Rotterdam 3;1883;1884;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
37;Rotterdam 4;;1870;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;;Nee;;;1
37;Rotterdam 4;1882;1884;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
37;Rotterdam (West);1935;;;2;;;;;;Nugter;;;;;;;0
37;Rotterdam-West;1955;1956;;3;;;;;;Nugter;Ja;;Kartobibliografie stelt herziening in 1954, achterzijde bedrukt;;;;0
37;Rotterdam-West;1971;;1972;4;Ja;;;;;Nugter;Onzeker;;Achterzijde bedrukt;;;;0
37;Rotterdam-West;;;1972;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
37;Rotterdam-West;;;1972;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Breder formaat;;;;0
37;Rotterdam-West;1971;;1972;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Onzeker;LL.03518gk;AANWEZIG IN DOUBLETTEN COLLECTIE, NIET AANGEGEVEN IN VU COLLECTIE MAP!, achterzijde bedrukt;;;;0
37;Rotterdam-West;;;1972;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
37;Rotterdam-West;;;1972;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
37;Rotterdam-West;1980;1980;1984;5;Ja;;;;;Nugter;Ja;;Kartobibliografie stelt uitgave in 1985, kaart ouder;;;;0
37;Rotterdam-West;1981;1978;1984;5;;W;;;;Nugter;Ja;;;;;;0
37;Rotterdam-West;1980;1982;1984;5;;;H;;;Nugter;Ja;;;;;;0
37;Rotterdam (Oost);1936;;;2;;;;;;Nugter;;;;;;;0
37;Rotterdam-Oost;1964;;1966;3;;;;;;Nugter;Ja;;;;;;0
37;Rotterdam-Oost;1971;;1973;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Onzeker;;Kartobibliografie stelt uitgave in 1972 -> kaart stelt 1973. achterzijde bedrukt;;;;0
37;Rotterdam-Oost;;;1973;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
37;Rotterdam-Oost;;;1973;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Breder formaat;;;;0
37;Rotterdam-Oost;1971;;1973;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Onzeker;LL.03518gk;AANWEZIG IN DOUBLETTEN COLLECTIE, NIET AANGEGEVEN IN VU COLLECTIE MAP!, achterzijde bedrukt;;;;0
37;Rotterdam-Oost;;;1973;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
37;Rotterdam-Oost;;;1973;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
37;Rotterdam-Oost;1981;1981;1985;5;Ja;;;;;Nugter;Ja;;;;;;0
37;Rotterdam-Oost;1980;1981;1984;5;;W;;;;Nugter;Ja;;;;;;0
37;Rotterdam-Oost;1981;1981;1984;5;;;H;;;Nugter;Ja;;;;;;0
38;Gorinchem 1;;1870;;1;;;;;;Nugter;;;Verzuurd;;;;0
38;Gorinchem 1;1881;1882;;2;;;;Op linnen;Topographische Inrichting;Nugter;Ja;;Duplicaat!;;;;0
38;Gorinchem 1;1881;1882;;2;;;;Op linnen;Topographische Inrichting;Nugter;Ja;;;;;;0
38;Gorinchem 2;;1870;;1;;;;;;Nugter;;;Verzuurd;;;;0
38;Gorinchem 2;1881;1882;;MD;;;;Op linnen;Topographische Inrichting;Nugter;Ja;;Ontbrekende 2e ed. -> kartobibliografie heeft Gorinchem 2 (3e ed.) als 2e ed. genomen. Er bestaat dus een editie tussen de 2e en 3e;Nee;;;0
38;Gorinchem 2;1920;;;2;;;;;;Nugter;Ja;;;;;;0
38;Gorinchem 3;;1870;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Sporen van verzuring;;;;0
38;Gorinchem 3;1881;1882;;2;;;;;;Nugter;Ja;;;;;;0
38;Gorinchem 4;;1870;;1;;;;;;Nugter;;;Verzuurd;;;;0
38;Gorinchem 4;1881;1882;;MD;;;;Op linnen;Topographische Inrichting;Nugter;Ja;;Bevestiging vorige stelling;Nee;;;0
38;Gorinchem 4;1921;;;2;;;;;;Nugter;Ja;;;;;;0
38;Gorinchem (West);1938;1941;;3;;;;;Topografische dienst archief;Nugter;Ja;;;;;;0
38;Gorinchem-West;1960;;1961;4;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
38;Gorinchem-West;1964;;1965;MD;Ja;;;;Topografische dienst archief;Nugter;Ja;;Kartobibliografie stelt dat bijkaart hoort bij Gorichem-West (1960-1961) -> dit is verworpen door het bestaan van deze kaart;Nee;;;0
38;Gorinchem-West;;;1965;4;;W;;;;Nugter;Ja;;;;;;0
38;Gorinchem-West;1982;1981;1984;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
38;Gorinchem-West;1981;1981;1984;5;;W;;;;Nugter;Ja;;;;;;0
38;Gorinchem-West;1981;1980;1984;5;;;H;;;Nugter;Ja;;Groter formaat, achterzijde bedrukt;;;;0
38;Gorinchem Oost;1950;1952;;3;;;;;;Nugter;Ja;;;;;;0
38;Gorinchem Oost;1967;;1969;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
38;Gorinchem Oost;;;1969;4;;W;;;Topografische dienst bibliotheek ;Nugter;;;;;;;0
38;Gorinchem Oost;1981;1981;1985;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
38;Gorinchem Oost;1981;1981;1985;5;;W;;;;Nugter;Ja;;;;;;0
38;Gorinchem Oost;1981;1981;1984;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
39;Rhenen 1;;1871;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
39;Rhenen 1;1894;1897;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;Tusseneditie tussen 1e en 2e editie;Nee;;;1
39;Rhenen 1;1930;1934;;2;;;;;;Nugter;Ja;;;;;;0
39;Rhenen 2;1879;1881;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Wellicht ontbreekt hier een 1871 editie van Rhenen 2;;;;0
39;Rhenen 2;1930;1934;;2;;;;;;Nugter;Ja;;;Nee;;;0
39;Rhenen 3;;1871;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Sporen van verzuring;;;;0
39;Rhenen 3;1895;1898;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;;Nee;;;1
39;Rhenen 3;1930;1934;;2;;;;;;Nugter;Ja;;;;;;0
39;Rhenen 4;;1871;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
39;Rhenen 4;1930;1934;;2;;;;;;Nugter;;;;;;;0
39;Rhenen West;1953;1954;;3;;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde bedrukt;;;;0
39;Rhenen-West;1969;;1970;4;Ja;;;;Topografische dienst archief;Nugter;Ja;;Achterzijde bedrukt;;;;0
39;Rhenen-West;;;1970;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
39;Tiel-West;1978;1982;1985;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
39;Tiel-West;1978;1982;1985;5;;W;;;;Nugter;Ja;;;;;;0
39;Tiel-West;1978;1982;1984;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Kartobibliografie stelt uitgave 1985 -> kaart stelt 1984;;;;0
39;Proefblad Tiel-West;1986;1991;;MD;Ja;;;;;Nugter;;;Breder formaat, papierverschil;Nee;;;1
39;Rhenen Oost;1953;1954;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
39;Rhenen-Oost;1964-1966;;1967;MD;;;;;;Nugter;Ja;;Tusseneditie, achterzijde bedrukt;Nee;;;0
39;Tiel-Oost;1973;;1974;4;Ja;;;;Archief rijkswaterstaat afd. Waterstaatskartografie;Nugter;Ja;;Achterzijde bedrukt;;;;0
39;Tiel-Oost;;;1974;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
39;Tiel-Oost;;;1974;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Breder formaat;;;;0
39;Tiel-Oost;1973;;1974;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
39;Tiel-Oost;;;1974;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
39;Tiel-Oost;;;1974;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
39;Tiel-Oost;1978;1985;1986;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
39;Tiel-Oost;1978;1985;1985;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
39;Tiel-Oost;1978;1985;1985;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
40;Arnhem 1;1879;1881;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
40;Arnhem 1;1929;1934;;2;;;;;;Nugter;Ja;;;;;;0
40;Arnhem 2;1879;1881;;1;;;;Randen linnen;;Nugter;;;Verzuurd, kaart in suboptimale conditie;;;;0
40;Arnhem 2;1929;;;2;;;;;;Nugter;;;;;;;0
40;Arnhem 3;1879;1881;;1;;;;;Leggerkaart waterstaatskartografie;Nugter;;;;;;;0
40;Arnhem 3;1929;1934;;2;;;;;;Nugter;;;;;;;0
40;Arnhem 4;1879;1881;;1;;;;Randen linnen;Waterstaats kartografie Documentatie;Nugter;;;Licht verzuurd, linnen laat los;;;;0
40;Arnhem 4;1929;;;2;;;;;;Nugter;;;;;;;0
40;Arnhem West;1951;;;3;;;;Op linnen;;Nugter;Ja;;;;;;0
40;Arnhem-West;1973;;1974;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
40;Arnhem-West;;;1974;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
40;Arnhem-West;;;1974;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
40;Arnhem-West;1973;;1974;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
40;Arnhem-West;;;1974;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
40;Arnhem-West;;;1974;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
40;Arnhem-West;1986;1986;1987;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
40;Arnhem-West;1986;1986;1987;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
40;Arnhem-West;1986;1986;1987;5;;;H;;;Nugter;Ja;;;;;;0
40;Arnhem Oost;1951-1952;;;3;;;;;;Nugter;Ja;;;;;;0
40;Arnhem-Oost;1977;;1980;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
40;Arnhem-Oost;;;1980;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
40;Arnhem-Oost;;;1979;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
40;Arnhem-Oost;1977;;1980;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
40;Arnhem-Oost;;;1980;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
40;Arnhem-Oost;;;1979;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
40;Arnhem-Oost;1977;1986;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
40;Arnhem-Oost;1977;1986;1987;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
40;Arnhem-Oost;1977;1986;1987;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
41;Aalten 1;1881;1883;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Aalten bestaat uit 3 kwartbladen i.p.v. 4;;;;0
41;Aalten 1;1928;;;2;;;;;;Nugter;;;;;;;0
41;Aalten 2;1881;1883;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
41;Aalten 2;1928;;;2;;;;;;Nugter;;;;;;;0
41;Aalten 3;1881;1883;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
41;Aalten 3;1928;;;2;;;;;;Nugter;;;;;;;0
41;Aalten West;1952-1953;;;3;;;;Op linnen;;Nugter;Ja;;;;;;0
41;Aalten-West;1977;;1979;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde bedrukt;;;;0
41;Aalten-West;;;1979;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
41;Aalten-West;1977;;1979;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
41;Aalten-West;;;1979;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
41;Aalten-West;1975;1987;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
41;Aalten-West;1975;1987;1987;5;;;H;;;Nugter;Ja;;;;;;0
41;Aalten Oost;1952;;;3;;;;;;Nugter;Ja;;;;;;0
41;Aalten-Oost;1978;;1980;4;Ja;;;;;Nugter;Ja;;;;;;0
41;Aalten-Oost;;;1980;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
41;Aalten-Oost;1978;;1980;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
41;Aalten-Oost;;;1980;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
41;Aalten-Oost;1975;1987;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
41;Aalten-Oost;1975;1987;1987;5;;;H;;;Nugter;Ja;;;;;;0
42;Zierikzee 1;;1872;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Zierikzee bestaat uit halfbladen i.p.v. kwartbladen, Aantekeningen: B C    Leggerblad behoort in portefeuille zaal 18;;;;0
42;Zierikzee 1;1912;1913;;2;;;;;Geschenk Koninklijk Huisarchief 1971;Nugter;Ja;;Stempel achterzijde;;;;0
42;Zierikzee 2;;1872;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Sporen van verzuring;;;;0
42;Zierikzee 2;1913;1914;;2;;;;;Geschenk Koninklijk Huisarchief 1971;Nugter;Ja;;Stempel achterzijde;;;;0
42;Zierikzee;1942;1946;;MD;;;;;;Nugter;Ja;;Tusseneditie tussen 2e en 3e editie;Nee;;;0
42;Zierikzee-West;1959;;1962;3;;;;;;Nugter;Ja;;;;;;0
42;Zierikzee-West;1970;;1971;4;;;;;;Nugter;Ja;;;;;;0
42;Zierikzee-Oost;1960;;1963;3;;;;;;Nugter;Ja;;;;;;0
42;Zierikzee-Oost;1970;;1971;4;;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde: sticker gebruikt i.p.v. stempel;;;;0
42;Zierikzee;1975;1978;1982;5;Ja;;;;;Nugter;Ja;;;;;;0
42;Zierikzee;1975;1978;1982;5;;;H;;;Nugter;Ja;;;;;;0
43;Willemstad 1;;1871;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;Aantekening: Vervangen door een latere (zie herz. 3299 van 1911), sporen van eerdere restauratie, kleine scheuren randen;;;;0
43;Willemstad 1;1910;1911;;2;;;;;;Nugter;Ja;;;;;;0
43;Willemstad 2;1909-1910;1911;;2;;;;;Geschenk Koninklijk Huisarchief 1971;Nugter;Ja;;Stempel achterzijde, Willemstad 2 ontbreekt (ook in de kartobibliografie);;;;0
43;Willemstad 3;;1872;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
43;Willemstad 3;1911;1912;;2;;;;;;Nugter;Ja;;Aantekening: Onderkonto. 15 jan 1913 Top. Inr.;;;;0
43;Willemstad 4;;1872;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;Eerder gerestaureerd;;;;0
43;Willemstad 4;1910-1911;1912;;2;;;;;Geschenk Koninklijk Huisarchief 1971;Nugter;Ja;;Stempel achterzijde;;;;0
43;Willemstad (West);1939;1942;;MD;;;;;;Nugter;Ja;;Tusseneditie tussen 2e en 3e editie;Nee;;;0
43;Willemstad-West;1960-1962;;1963;3;;;;;;Nugter;;;Achterzijde bedrukt;;;;0
43;Willemstad-West;1970;;1971;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
43;Willemstad-West;;;1971;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
43;Willemstad-West;1980;1979;1982;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Achterzijde: sticker gebruikt i.p.v. stempel, achterzijde bedrukt;;;;0
43;Willemstad-West;1980;1979;1983;5;;W;;;;Nugter;;;;;;;0
43;Willemstad-West;1976;1978;1982;5;;;H;;;Nugter;Ja;;;;;;0
43;Willemstad-Oost;1939;1942;;MD;;;;;Waterstaats kartografie Documentatie;Nugter;Ja;;Tusseneditie tussen 2e en 3e editie;Nee;;;0
43;Willemstad-Oost;1960-1962;;1963;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
43;Willemstad-Oost;1970;;1971;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
43;Willemstad-Oost;;;1971;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
43;Willemstad-Oost;1980;1979;1984;5;Ja;;;;;Nugter;Ja;;;;;;0
43;Willemstad-Oost;1980;1979;1984;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Kartobibliografie stelt uitgave 1983, -> kaart stelt 1984, sticker gebruikt i.p.v. stempel;;;;0
43;Willemstad-Oost;1980;1979;1984;5;;;H;;;Nugter;Ja;;;;;;0
44;Geertruidenberg 1;1878;1880;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
44;Geertruidenberg 1;1908-1909;1910;;2;;;;;;Nugter;;;Extra vervolgblad aanwezig, Aantekening: ontvangen in dee 1910;;;;0
44;Geertruidenberg 2;1874;1880;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;Beginnende verzuring, sporen van eerdere restauratie;;;;0
44;Geertruidenberg 2;1905;1906;;2;;;;;;Nugter;;;Extra vervolgblad aanwezig;;;;0
44;Geertruidenberg 3;;1875;;1;;;;;Topographische Inrichting;Nugter;;;Verzuring, voornamelijk zichtbaar aan de achterzijde, scheurrisico randen;;;;0
44;Geertruidenberg 3;1906-1907;1908;;2;;;;;;Nugter;;;;;;;0
44;Geertruidenberg 4;;1875;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
44;Geertruidenberg 4;1906-1908;1909;;2;;;;;"Commandement der Nieuwe Hollandsche Waterlinie; Commandant Vesting Holland";Nugter;;;;;;;0
44;Geertruidenberg (West);1938;1941;;MD;;;;;;Nugter;;;Iets langer formaat;Nee;;;1
44;Geertruidenberg-West;1960-1963;;1966;3;;;;;;Nugter;Ja;;Waarscijnlijk is dit een 4e editie, aangezien de vorige kaart het bestaan van een 3e editie signaleert, achterzijde bedrukt;;;;0
44;Geertruidenberg-West;1969;;1971;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
44;Geertruidenberg-West;;;1971;4;;W;;;;Nugter;Ja;;;;;;0
44;Geertruidenberg-West;;;1971;4;;;H;;;Nugter;;;;;;;0
44;Geertruidenberg-West;1969;;1971;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
44;Geertruidenberg-West;;;1971;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
44;Geertruidenberg-West;;;1971;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;;LL.03516gk;;;;;0
44;Oosterhout-West;1981;1983;1985;5;Ja;;;;;Nugter;Ja;;;;;;0
44;Oosterhout-West;1981;1983;1985;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
44;Oosterhout-West;1981;1983;1985;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
44;Geertruidenberg Oost;1943;1946;;3;;;;;;Nugter;Ja;;Kartobibliografie stelt aanwezigheid watervoorzieningsgebiedenkaart -> afwezig maar lijkt onwaarschijnlijk ('40en jaren te vroeg);;;;0
44;Geertruidenberg-Oost;1965;;1967;4;;;;;;Nugter;;;Achterzijde bedrukt;;;;0
44;Oosterhout-Oost;1981;1985;1986;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
