Id ,serie_editie     ,serie ,serietekst                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,nr   ,titel                                                                                                                                                                                                                                                                                                                                                                                ,auteurs                                                                                                                                                                                 ,editie                               ,jaar metingen           ,jaar van uitgave,linksonder                                                ,rechtsonder          ,uitgever                                                 ,Drukker                                                 ,schaal         ,Stempel TIArchief                 ,StempelTIKaartenarchief                 ,StempelBiblPontonniers               ,StempelKVGIVU                                              ,StempelKaartenzaal                                  ,Stempel                    ,opmerkingen                                                                                                                                                                            ,Fyskenm                                        ,provenance,aanwezig in ub,image                                                                                                                       ,Opmerkingen PV
306,EERSTE HERZIENING,2     ,"Boven Rijn, Neder Rijn, Lek, Nieuwe Maas, Scheur en Nieuwe Waterweg / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische Inrichting, 1873-1907]. - 1 serie in 32 bladen : lithografie ; verschillende formaten."                                                                                                                                                                                                                                                                                                                                                                                        ,18   ,Rotterdam                                                                                                                                                                                                                                                                                                                                                                            ,Gegr.  oor Fred. Kierdorff ; opgemeten door den Ambtenaar H. Vierkant ; in kaart gebracht en geteekend door den Ambtenaar S.J. Negrijn                                                  ,Tweede uitgave                       ,                        ,"1904,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_2/18 Rotterdam (tweede uitgave). 1904.jpg                                                           ,
307,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 31 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                            ,18   ,Rotterdam                                                                                                                                                                                                                                                                                                                                                                            ,Karteering Rijkswaterstaat Algemeene Dienst                                                                                                                                             ,Vierde uitgave                       ,1934-1935               ,"1936,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksuitgeverij                          ,(Delft  : Reproductie: Top. Dienst)                     ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,                                                           ,Bibliotheek Kaartenzaal Vrije Universiteit          ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/18 Rotterdam (vierde uitgave-eerste versie). 1936.jpg                                             ,
492,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topograf"                                                                                                                                                                                                                                                                                                                                                                                   ,18   ,Rotterdam                                                                                                                                                                                                                                                                                                                                                                            ,Karteering Rijkswaterstaat Algemeene Dienst                                                                                                                                             ,Vierde uitgave                       ,1934-1935               ,"1936,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksuitgeverij                          ,(Delft  : Reproductie: Top. Dienst)                     ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/18 Rotterdam (vierde uitgave-tweede versie). 1936.jpg                                             ,
321,EERSTE DRUK      ,4     ,"Kaart van de rivier de Boven Maas van Vise tot Woudrichem : in vierendertig bladen / opgemeten en vervaardigd door den eersten landmeter bij de Algemeene dienst van den Waterstaat E. Olivier Dz. ; op last van zijne excellentie den minister van Binnenlandsche Zaken, onder directie van den fungerenden Hoofd-Ingenieur en van den Ingenieur in Algemeene Dienst van den Waterstaat L.J.A. van der Kun en R. Musquetier.  – Schaal 1:10.000. - [Delft] : Algemeene Dienst van den Waterstaat, 1849-1856 ([Delft] : Topographisch Bureau en Drukkerij van het Departement van Oorlog). – 1 serie in 38 bladen : lithografie; diverse formaten.",19   ,Sambeek                                                                                                                                                                                                                                                                                                                                                                              ,                                                                                                                                                                                        ,                                     ,1850                    ,"1850,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft  : Ministerie van Oorlog,Topographisch Bureau)" ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,"KZ: etiket  ""Noordelijk Waterstaats Arrondissement  van Overijssel"""                                                                                                                ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_4/19 Sambeek. 1850.jpg                                                                                    ,
299,EERSTE HERZIENING,4 EN 5,"Maas / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische inrichting, 1873-1903]. – 1 serie in 33 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,17   ,Sambeek                                                                                                                                                                                                                                                                                                                                                                              ,                                                                                                                                                                                        ,                                     ,                        ,"1900,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_4_en_5/17 Sambeek. 1900.jpg                                                                         ,
296,TWEEDE HERZIENING,3     ,"Afgedamde Maas, Boven- en Beneden-Merwede, Bergsche Maas, Amer, Biesbosch, Hollandsch Diep, Haringvliet en gedeelte Volkerak / [Rijkswaterstaat]. –[’s-Gravenhage : Staatsdrukkerij, 1933-1960] (Delft : Topografische Dienst). – 1 serie in 53 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                          ,17   ,Sambeek                                                                                                                                                                                                                                                                                                                                                                              ,                                                                                                                                                                                        ,Derde uitgave                        ,                        ,"1955,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_3/17 Sambeek (derde uitgave). 1955.jpg                                                              ,
1  ,EERSTE DRUK      ,1     ,"Kaart van de rivieren de Boven Rijn, de Waal, de Merwede, de Oude en een gedeelte van de Nieuwe Maas van Lobith tot Brielle : in twintig bladen benevens twee supplementaire bladen voor de Dordtsche Kil / vervaardigd op last van zijne excellentie den Minister van Binnenlandse Zaken, onder directie van den Hoofd-Ingenieur bij de Algemeene Dienst van den Waterstaat B.H. Goudriaan. – Schaal 1:10.000. - [Delft] : Algemeene Dienst van den Waterstaat, 1830-1835. ([Delft] : het Bureau en de drukkerij van de Directie der Militaire Verkenningen). -  1 kaartserie, in 27 bladen : lithografie ; diverse formaten."                    ,1    ,Schenkenschans                                                                                                                                                                                                                                                                                                                                                                       ,                                                                                                                                                                                        ,                                     ,1830                    ,"1830,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft : Directie der Militaire Verkenningen)           ,Schaal 1:10.000,Topographische Inrichting Archief ,Topographische Inrichting Kaartenarchief,Bibliotheek van het Korps Pontonniers,                                                           ,                                                    ,                           ,Op linnen                                                                                                                                                                              ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_1/01 Schenkenschans_1830.jpg                                                                              ,
5  ,EERSTE DRUK      ,2     ,"Kaart van de rivieren de Boven en Neder-Rijn, de Lek en de Nieuwe Maas, van Lobith tot Brielle : in twintig bladen, benevens twee supplementaire bladen voor den Oude-Rijn en voor de Noord / vervaardigd op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den Hoofd-Ingenieur bij de Algemeene Dienst van den Waterstaat B.H. Goudriaan. – Schaal 1:10.000. - [Delft] : Algemeene Dienst van de Waterstaat, 1830-1842. ([Delft] : Topographisch Bureau en Drukkerij van het Deptartement van Oorlog). - 1 serie in 25 bladen : lithografie ; diverse formaten."                                            ,1    ,Schenkenschans                                                                                                                                                                                                                                                                                                                                                                       ,                                                                                                                                                                                        ,                                     ,1830                    ,"1830,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft : Directie der Militaire Verkenningen)           ,Schaal 1:10.000,                                  ,Topographische Inrichting Kaartenarchief,                                     ,                                                           ,                                                    ,                           ,Op linnen                                                                                                                                                                              ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_2/01 Schenkenschans. 1830.jpg                                                                             ,
2  ,EERSTE HERZIENING,1     ,"Herziene kaart van de rivieren Boven Rijn, Waal, Merwede, Noord, Dordsche Kil, Oude Maas, Spui en Nieuwe Maas / [Rijkswaterstaat]. - Schaal 1:10.000. – [Eerste herziening]. -  ['s-Gravenhage : Topografische Inrichting, 1873-1914]. - 1 serie in 29 bladen : lithografie ; diverse formaten"                                                                                                                                                                                                                                                                                                                                                    ,1    ,Schenkenschans                                                                                                                                                                                                                                                                                                                                                                       ,                                                                                                                                                                                        ,                                     ,                        ,"1874,00"       ,Topographische inrigting 1874                             ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_1/01 Schenkenschans. 1874.jpg                                                                       ,
6  ,EERSTE HERZIENING,2     ,"Boven Rijn, Neder Rijn, Lek, Nieuwe Maas, Scheur en Nieuwe Waterweg / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische Inrichting, 1873-1907]. - 1 serie in 32 bladen : lithografie ; verschillende formaten."                                                                                                                                                                                                                                                                                                                                                                                        ,1    ,Schenkenschans                                                                                                                                                                                                                                                                                                                                                                       ,                                                                                                                                                                                        ,                                     ,                        ,"1874,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_2/01 Schenkenschans. 1874.jpg                                                                       ,
374,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 31 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                            ,27   ,Scheurpolder                                                                                                                                                                                                                                                                                                                                                                         ,Karteering Rijkswaterstaat Algemeene Dienst                                                                                                                                             ,Derde uitgave                        ,1933-1934               ,"1935,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksuitgeverij                          ,(Delft  : Reproductie: Top. Dienst)                     ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,                                                           ,Bibliotheek Kaartenzaal Vrije Universiteit          ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/27 Scheurpolder (derde uitgave). 1935.jpg                                                         ,
498,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topograf"                                                                                                                                                                                                                                                                                                                                                                                   ,27   ,Scheurpolder                                                                                                                                                                                                                                                                                                                                                                         ,Karteering Rijkswaterstaat Algemeene Dienst                                                                                                                                             ,Derde uitgave                        ,1933-1934               ,"1935,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksuitgeverij                          ,(Delft  : Reproductie: Top. Dienst)                     ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/27 Scheurpolder (derde uitgave). 1935.jpg                                                         ,
330,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 31 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                            ,20   ,Schiedam                                                                                                                                                                                                                                                                                                                                                                             ,Karteering Rijkswaterstaat Algemeene Dienst                                                                                                                                             ,Vierde uitgave                       ,1935                    ,"1937,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksuitgeverij                          ,(Delft  : Reproductie: Top. Dienst)                     ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/20 Schiedam (vierde uitgave). 1937.jpg                                                            ,
491,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topograf"                                                                                                                                                                                                                                                                                                                                                                                   ,20   ,Schiedam                                                                                                                                                                                                                                                                                                                                                                             ,Karteering Rijkswaterstaat Algemeene Dienst                                                                                                                                             ,Vierde uitgave                       ,1935                    ,"1937,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksuitgeverij                          ,(Delft  : Reproductie: Top. Dienst)                     ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/20 Schiedam (vierde uitgave). 1937.jpg                                                            ,
252,EERSTE DRUK      ,2     ,"Kaart van de rivieren de Boven en Neder-Rijn, de Lek en de Nieuwe Maas, van Lobith tot Brielle : in twintig bladen, benevens twee supplementaire bladen voor den Oude-Rijn en voor de Noord / vervaardigd op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den Hoofd-Ingenieur bij de Algemeene Dienst van den Waterstaat B.H. Goudriaan. – Schaal 1:10.000. - [Delft] : Algemeene Dienst van de Waterstaat, 1830-1842. ([Delft] : Topographisch Bureau en Drukkerij van het Deptartement van Oorlog). - 1 serie in 25 bladen : lithografie ; diverse formaten."                                            ,14   ,Schoonhoven                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                        ,                                     ,1836                    ,"1836,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft : Departement van Oorlog)                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_2/14 Schoonhoven. 1836.jpg                                                                                ,
268,EERSTE HERZIENING,2     ,"Boven Rijn, Neder Rijn, Lek, Nieuwe Maas, Scheur en Nieuwe Waterweg / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische Inrichting, 1873-1907]. - 1 serie in 32 bladen : lithografie ; verschillende formaten."                                                                                                                                                                                                                                                                                                                                                                                        ,15   ,Schoonhoven                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                        ,                                     ,                        ,"1883,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_2/15 Schoonhoven. 1883.jpg                                                                          ,
237,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 31 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                            ,13   ,Schoonhoven                                                                                                                                                                                                                                                                                                                                                                          ,Kartering RijkswaterstaatMeetkundige DienstDelft                                                                                                                                        ,Vierde uitgave                       ,1958                    ,"1960,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksstaatsdrukkerij en Uitgeverijbedrijf,(Delft  : Topographische inrichting)                    ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,Bibliotheek Kaartenzaal Vrije Universiteit          ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/13 Schoonhoven (vierde uitgave). 1960.jpg                                                         ,
238,VASSEN-HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur en Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:10.000. - [’s-Gravenhage : Topografische Inrichting, 1920-1931?]. – 1 serie in 10 bladen ; lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                           ,13   ,Schoonhoven (Oost)                                                                                                                                                                                                                                                                                                                                                                   ,                                                                                                                                                                                        ,                                     ,1921                    ,"1924,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft  : Top. Inr.)                                    ,Schaal 1:10.000,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,Foto-Litho                                                                                                                                                                             ,                                               ,          ,Ja            ,vassen_herziening/Serie_2/13 Schoonhoven (oost).jpg                                                                         ,
239,VASSEN-HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur en Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:10.000. - [’s-Gravenhage : Topografische Inrichting, 1920-1931?]. – 1 serie in 10 bladen ; lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                           ,13   ,Schoonhoven (West)                                                                                                                                                                                                                                                                                                                                                                   ,                                                                                                                                                                                        ,                                     ,1921                    ,"1924,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft  : Top. Inr.)                                    ,Schaal 1:10.000,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,Ja            ,vassen_herziening/Serie_2/13 Schoonhoven (west).jpg                                                                         ,
81 ,EERSTE DRUK      ,5     ,"Kaart van de rivieren de Oude en Nieuwe Merwede en de killen in het Bergsche Veld : in negen bladen / op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den Hoofd-Inspecteur van den Waterstaat L.J.A. van der Kun ; opgemeten en vervaardigd door de landmeters bij de Algemeene dienst van den Waterstaat E. Olivier Dz. En F.F.J. Machen. – 1:10.000. - [Delft : Algemeene Dienst van den Waterstaat, 1857-1858 ([Delft] : Topographisch Bureau en Drukkerij van het Departement van Oorlog). – 1 serie in 910 bladen, in kleur : lithografie; diverse formaten."                                         ,4    ,'sGravendeel                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                        ,                                     ,1858                    ,"1858,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft  : Ministerie van Oorlog,Topographisch Bureau)" ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,Scheur MO                                      ,Nugter    ,Ja            ,eerste_druk/Serie_5/04 's-Gravendeel. 1858.jpg                                                                              ,
162,EERSTE DRUK      ,5     ,"Kaart van de rivieren de Oude en Nieuwe Merwede en de killen in het Bergsche Veld : in negen bladen / op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den Hoofd-Inspecteur van den Waterstaat L.J.A. van der Kun ; opgemeten en vervaardigd door de landmeters bij de Algemeene dienst van den Waterstaat E. Olivier Dz. En F.F.J. Machen. – 1:10.000. - [Delft : Algemeene Dienst van den Waterstaat, 1857-1858 ([Delft] : Topographisch Bureau en Drukkerij van het Departement van Oorlog). – 1 serie in 910 bladen, in kleur : lithografie; diverse formaten."                                         ,8    ,Sliedrecht                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,                                     ,1858                    ,"1858,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft  : Ministerie van Oorlog,Topographisch Bureau)" ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,Scheur L                                       ,Nugter    ,Ja            ,eerste_druk/Serie_5/08 Sliedrecht. 1858.jpg                                                                                 ,
